x,y
1,19467.39529772848
2,6892.656490237219
3,2628.195757260313
4,990.4668324608356
5,954.4844035033601
6,821.285397009924
7,636.6922048153356
8,519.2093940896448
9,377.0559119405225
10,301.5946153155528
11,261.34147074213246
12,213.86954931286164
13,223.4292056367267
14,168.03183483704925
15,150.8646592204459
16,108.7180819560308
17,94.51766287954524
18,88.01540132914668
19,81.1095271327067
20,65.25786029989831
21,48.86771014984697
22,44.792893746867776
23,41.858479139162235
24,41.71076421951875
25,40.99817485688254
26,39.422088854713365
27,36.80698975571431
28,30.852443150244653
29,27.963950615376238
30,27.52625695709139
31,26.84844069299288
32,25.839547099079937
33,25.321311783744022
34,24.016297474736348
35,21.407346031861376
36,21.093068086076528
37,20.325198272941638
38,19.916742768138647
39,19.549293196527287
40,19.491346157854423
41,19.190107111353427
42,18.59814352239482
43,17.327734597958624
44,16.197654879419133
45,16.091611469862983
46,15.88830193527974
47,15.35835468978621
48,15.197822412708774
49,14.966696596005931
50,14.425764736253768
51,13.903281511506064
52,13.700684839161111
53,13.69732414605096
54,13.638958180788904
55,13.498202270595357
56,12.822619224898515
57,12.3638778924942
58,12.089939944911748
59,11.802612276747823
60,11.716759857488796
61,11.625262920744715
62,11.437957621878011
63,11.281202282058077
64,11.120005046250299
65,10.75602256692946
66,10.5689008529298
67,10.51809356198646
68,10.499075838597491
69,10.412371805869043
70,10.121501485584304
71,9.869773116894066
72,9.74920972622931
73,9.7052924556192
74,9.636413034051657
75,9.534375069197267
76,9.43434114428237
77,9.315554314758627
78,9.024842519778758
79,8.782944539096206
80,8.740598820615558
81,8.694544663419947
82,8.50371614587493
83,8.460431328974664
84,8.347147773951292
85,8.219153377693146
86,8.111556556075811
87,8.058941072085872
88,8.024282169528306
89,7.98063821834512
90,7.909900094615295
91,7.83963466878049
92,7.76498508057557
93,7.645713097183034
94,7.520553804002702
95,7.491834692656996
96,7.483259357744829
97,7.4537497302517295
98,7.360881191445514
99,7.141827527433634
100,7.109249947592616
101,7.059695347677916
102,7.003034327644855
103,6.908029991434887
104,6.835752558428793
105,6.752530230209231
106,6.613479051273316
107,6.579559923149644
108,6.559163874248043
109,6.55478173494339
110,6.536057209130377
111,6.488753566518426
112,6.431450232863425
113,6.337634083582088
114,6.2421473793219775
115,6.228375353617594
116,6.198094915598631
117,6.149147809483111
118,6.121411103056744
119,6.073888796614482
120,5.888183435192332
121,5.870676110731438
122,5.855380481574684
123,5.828089365269989
124,5.770458918064833
125,5.667664939770475
126,5.61911350581795
127,5.56734809698537
128,5.554556492250413
129,5.5377520374022415
130,5.51684007490985
131,5.481983414152637
132,5.428224063478409
133,5.353387447539717
