x,y
1,49989.644341880456
2,21862.679286713013
3,10283.124052485451
4,5798.267199302092
5,3725.1918949845713
6,2546.832141400315
7,1842.445854290156
8,1391.401015426498
9,1093.9958554375917
10,877.2176785981281
11,722.8583767442032
12,606.4409519664478
13,516.2614722766448
14,446.17344080144534
15,388.7055552969687
16,340.3340599348303
17,300.43912205053493
18,268.9918167828582
19,243.5638334399555
20,221.10775455390103
21,197.74216620787047
22,178.43946344684807
23,161.7977400268428
24,148.093815542059
25,136.55153112276457
26,126.5768169935327
27,118.6571604963392
28,111.14443927397951
29,103.76001920807175
30,96.85554367187433
31,91.16308919666336
32,85.98495776089838
33,81.12919305567628
34,76.52755912882276
35,72.90897987922652
36,69.7437227005139
37,66.71312181930989
38,63.55979164270684
39,60.58883607177995
40,57.88876181747764
41,55.28772963536903
42,52.90805849968456
43,50.50985327921808
44,48.30633919360116
45,46.358095502946526
46,44.63469289033674
47,43.12617952656001
48,41.74400900537148
49,40.30013652308844
50,38.83278426364996
51,37.4012010958977
52,36.20834730588831
53,35.01823234744369
54,33.817479006480426
55,32.60470682824962
56,31.32968331500888
57,30.43445515516214
58,29.677962181624025
59,28.945460973074656
60,28.11762498947792
61,27.377422275254503
62,26.68475709832273
63,25.91789908823557
64,25.199280251050368
65,24.476666104514152
66,23.846873997244984
67,23.19762361841276
68,22.624534317990765
69,22.115582062397152
70,21.63960523973219
71,21.165076901204884
72,20.6844704488758
73,20.147044335957617
74,19.68373250565492
75,19.25705424672924
76,18.828853843268007
77,18.39577790326439
78,17.949121879413724
79,17.5607125624083
80,17.249985160771757
81,16.92947332491167
82,16.681610404048115
83,16.38797185057774
84,16.059496521018445
85,15.739535262575371
86,15.411446243524551
87,15.107721594627947
88,14.804711315082386
89,14.527090368093923
90,14.316447413060814
91,14.075490567833183
92,13.861636862158775
93,13.64045519195497
94,13.383139468962327
95,13.189948419807479
96,12.979915544623507
97,12.769576892722398
98,12.574356691911817
99,12.340916814282537
100,12.14042899897322
101,11.984289653366432
102,11.839490824146196
103,11.68639007746242
104,11.554314145818353
105,11.376854720292611
106,11.206940348958597
107,11.027153680799527
108,10.83915591868572
109,10.688688113354146
110,10.508030987577513
111,10.34267274593003
112,10.180301795946434
113,10.090439544524996
114,9.986597597133368
115,9.853101781569421
116,9.715582634555178
117,9.593783251708372
118,9.47470754128881
119,9.355963946320115
120,9.235172142041849
121,9.103702706517652
122,8.996867137495427
123,8.906892527127638
124,8.821084362687543
125,8.761782238725571
126,8.687600713921713
127,8.61387717630714
128,8.530634696828201
129,8.445007228059694
130,8.356453435728326
131,8.257060952018946
132,8.138884090585634
133,8.046113965334369
134,7.952176637714728
135,7.847537009511144
136,7.756084934342653
137,7.6825643996708095
138,7.619614290306344
139,7.537935033440591
140,7.450812154216691
141,7.349605184048414
142,7.273036788450554
143,7.193437287583947
144,7.124460272490977
145,7.047969746636227
146,6.965206402121112
147,6.911644680658355
148,6.864837428322062
149,6.809993242612109
150,6.740689580794424
151,6.685474675614387
152,6.630888955900446
153,6.566935519920662
154,6.4943551290780315
155,6.40610980335623
156,6.338640750851481
157,6.281085497699678
158,6.228042130824178
159,6.184054592857136
160,6.139258915791288
161,6.10402413085103
162,6.056328002596274
163,6.014948004623875
164,5.958834857679904
165,5.888392744818702
166,5.829762700013816
167,5.769351703114808
168,5.7062523015774795
169,5.65396364312619
170,5.586079129483551
171,5.5282443694304675
172,5.49334021564573
173,5.45430918969214
174,5.404143820516765
175,5.363174674101174
176,5.3142109140753755
